ID_EXPERIMENTO	 ALGORITMO	 HYPER_VOLUME	 GD	 IGD	 SPREAD	 EPSILON	 CS.NSGA	 CS.SPEA	 CS.ILS	 CS.OPMOP	 CS.MILS	 TEMPO_EXEC	 DATA_HORA_EXECUCAO	 CENARIO	 TEMPO_SIMULACAO	 ALGORITMO 	 TAM_POP	 NUM_AVA_FUNC_OBJ	 PROB_CRUZ	 PROB_MUT	 NUM_OBJ	 TIPO_CODIFICACAO	 TIPO_CRUZAMENTO	 TIPO_MUTACAO	 CONJUNTO_OBJ
1	NSGA	0.37692224759713316	0.0018061193880025642	0.0032341099792714935	0.5977505602806812	3921.0	 NA	0.4925	0.5909090909090909	0.9256756756756757	0.3333333333333333	7155	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
2	NSGA	0.40223198281721895	0.001751266913329605	0.0028787328504837144	0.6549816961433108	2904.0	 NA	0.4375	0.6363636363636364	0.9171270718232044	0.25	7016	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
3	NSGA	0.4064107919207535	0.0019058101229019566	0.0029222017957865674	0.6437450199947377	2549.0	 NA	0.4425	0.6363636363636364	0.9623655913978495	0.3333333333333333	7129	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
4	NSGA	0.4164576766553856	0.002055100576711319	0.002579633711994302	0.6084028216395964	2666.0	 NA	0.3625	0.6818181818181818	0.9247311827956989	0.375	7144	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
5	NSGA	0.4064011694958238	0.002088899965401916	0.0024951045719415455	0.555617658462371	2694.0	 NA	0.305	0.6363636363636364	0.9482758620689655	0.5263157894736842	6840	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
6	NSGA	0.4276783274708507	0.0021002907524755652	0.002212063823567925	0.6100766712401352	1499.0	 NA	0.3025	0.7727272727272727	0.9556962025316456	0.3125	6775	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
7	NSGA	0.43527174659824724	0.0019497396238527386	0.002512015817542662	0.620982935709731	1263.0	 NA	0.33	0.7727272727272727	0.9698795180722891	0.07692307692307693	6891	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
8	NSGA	0.41084182114708356	0.0019555566698325607	0.0028286786451683934	0.6689793192284539	2196.0	 NA	0.0975	0.6818181818181818	0.8940397350993378	0.3157894736842105	6939	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
9	NSGA	0.42682803750995	0.0017596250902939202	0.0026185869102235823	0.6089474604629774	3022.0	 NA	0.5275	0.6363636363636364	0.9666666666666667	0.3125	6897	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
10	NSGA	0.394124506374958	0.001894055404843725	0.003358488488344481	0.64205782477041	3777.0	 NA	0.4975	0.6363636363636364	0.9054054054054054	0.3333333333333333	6852	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
11	NSGA	0.4139508292530509	0.0020437702923917795	0.002305009598620373	0.5615295567314824	2819.0	 NA	0.35	0.6818181818181818	0.9520958083832335	0.3	6837	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
12	NSGA	0.4122396041574272	0.0022538207633330666	0.0026986390628625503	0.5468230570891397	2646.0	 NA	0.2525	0.5909090909090909	0.9272727272727272	0.2	6815	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
13	NSGA	0.4115247054595954	0.0018340748082629032	0.0025366048162438733	0.533005092793808	3056.0	 NA	0.4375	0.6363636363636364	0.9294117647058824	0.3888888888888889	6859	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
14	NSGA	0.3910769602851746	0.0016515355313243018	0.003232450829344258	0.615961531078709	3439.0	 NA	0.505	0.5909090909090909	0.8875	0.4	7061	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
15	NSGA	0.40739508585216055	0.0016986722130065217	0.0033479498378108956	0.6359227889976716	2962.0	 NA	0.4425	0.6363636363636364	0.8309859154929577	0.1875	7227	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
16	NSGA	0.40478631578288604	0.001918838254554131	0.0027085363617526284	0.5741002921712053	3409.0	 NA	0.425	0.6818181818181818	0.95625	0.1875	6891	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
17	NSGA	0.4231273020166381	0.0025321287002485595	0.0022255036292054904	0.5442741843725825	1608.0	 NA	0.235	0.7272727272727273	0.8857142857142857	0.2222222222222222	7097	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
18	NSGA	0.4160631918218348	0.001766958093609959	0.002675113051270652	0.6345756709495379	2131.0	 NA	0.425	0.5909090909090909	0.9367088607594937	0.2857142857142857	7052	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
19	NSGA	0.41475174093886297	0.001999369346945044	0.0023993873813356577	0.6373838430628116	2505.0	 NA	0.2875	0.6363636363636364	0.9056603773584906	0.07142857142857142	7024	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
20	NSGA	0.40766215705740694	0.00184450586777417	0.0025885390630598975	0.6131561932979958	3023.0	 NA	0.31	0.6818181818181818	0.9577464788732394	0.17647058823529413	6692	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
21	NSGA	0.4236887307327931	0.001813336061315277	0.0026212758687303205	0.6661985620254672	1826.0	 NA	0.495	0.6818181818181818	0.9461077844311377	0.5454545454545454	6963	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
22	NSGA	0.4155448986171097	0.0018521144502675927	0.0027191804382089555	0.6122149492191884	2527.0	 NA	0.5	0.6818181818181818	0.9194630872483222	0.25	6847	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
23	NSGA	0.40631245679120287	0.001971009866524627	0.0027242203091390094	0.6413690680780564	2858.0	 NA	0.335	0.5909090909090909	0.9513513513513514	0.2222222222222222	6844	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
24	NSGA	0.44534735973770384	0.0020111868962556668	0.0022610191502308924	0.5479417286579304	1496.0	 NA	0.44	0.8636363636363636	0.9878048780487805	0.35	6884	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
25	NSGA	0.44533378509177224	0.001649229214242664	0.0028318787512640283	0.6151754402868457	1486.0	 NA	0.5225	0.7727272727272727	0.9453551912568307	0.2	7172	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
26	NSGA	0.3999986076762171	0.0019872050598982796	0.002526880037596587	0.5867817117728619	3297.0	 NA	0.3625	0.6363636363636364	0.9221556886227545	0.3333333333333333	7049	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
27	NSGA	0.41050279578669946	0.0021183307224766357	0.002379221618555842	0.5703188811267298	3616.0	 NA	0.19	0.6818181818181818	0.9141104294478528	0.0	6716	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
28	NSGA	0.4280212099684242	0.002070231792778812	0.0021086902863358846	0.5486485048323628	2608.0	 NA	0.355	0.7727272727272727	0.9715909090909091	0.06666666666666667	7112	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
29	NSGA	0.40099852824724447	0.001803699442811003	0.003023635121634672	0.6565069175663227	3133.0	 NA	0.5375	0.6363636363636364	0.9294117647058824	0.6	6896	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
30	NSGA	0.4107001109626808	0.0018870313249931975	0.0027010746041275435	0.6121235053760047	2908.0	 NA	0.48	0.6818181818181818	0.9015151515151515	0.2	6873	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
31	NSGA	0.4133344467902579	0.0019127328097549253	0.0031888849953769748	0.6121122993623722	2549.0	 NA	0.2625	0.7272727272727273	0.8679245283018868	0.5	6988	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
32	NSGA	0.3983298337897908	0.001789040947077617	0.003333000634705303	0.617032595190229	2815.0	 NA	0.435	0.6363636363636364	0.9090909090909091	0.4375	6970	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
33	NSGA	0.4013829969976241	0.002089761794948374	0.0028705340189849053	0.5949802300327091	2819.0	 NA	0.28	0.6363636363636364	0.910828025477707	0.17647058823529413	6864	Mon_Dec_02_17	Min4.xml	60	NSGAII	200	20000	0.9	0.4	3	1	2	1	3.0
1	SPEA	0.4032125845361126	0.0014412601199303681	0.0022363296440656797	0.46936004894548977	3303.0	0.09	 NA	0.75	0.9459459459459459	0.13333333333333333	22199	Mon_Dec_02_17	Min4.xml	60	SPEA2	200	20000	0.9	0.4	3	1	2	1	3.0
2	SPEA	0.4061473363658132	0.0015017065906787615	0.0026113249525697036	0.5052715196548699	2437.0	0.07	 NA	0.7045454545454546	0.9060773480662984	0.3125	20517	Mon_Dec_02_17	Min4.xml	60	SPEA2	200	20000	0.9	0.4	3	1	2	1	3.0
3	SPEA	0.40243927825845516	0.0017151049734254091	0.0026542696621976733	0.5585960915575008	3060.0	0.22	 NA	0.7272727272727273	0.9086021505376344	0.2777777777777778	20150	Mon_Dec_02_17	Min4.xml	60	SPEA2	200	20000	0.9	0.4	3	1	2	1	3.0
4	SPEA	0.43513386430956785	0.0013986485665445916	0.0027729574645796702	0.582925389067771	1557.0	0.195	 NA	0.8636363636363636	0.9086021505376344	0.0625	22158	Mon_Dec_02_17	Min4.xml	60	SPEA2	200	20000	0.9	0.4	3	1	2	1	3.0
5	SPEA	0.4169426705773072	0.0015355513526311576	0.0026739399232275965	0.6158506615656457	2458.0	0.125	 NA	0.7272727272727273	0.867816091954023	0.3157894736842105	19287	Mon_Dec_02_17	Min4.xml	60	SPEA2	200	20000	0.9	0.4	3	1	2	1	3.0
